"","Year","mean","sd","CI","CI_upper","CI_lower"
"1",2011,2.44666666666667,4.21721158625203,3.37447206439911,5.82113873106577,-0.927805397732439
"2",2012,1.65111111111111,3.3511104505218,2.68144682065898,4.33255793177009,-1.03033570954787
"3",2013,1.15777777777778,1.10373567457788,0.88317247644998,2.04095025422776,0.274605301327797
"4",2016,0.45625,0.402848522174504,0.322345952167524,0.778595952167524,0.133904047832476
"5",2019,5.05,7.58746041541935,6.07123277737208,11.1212327773721,-1.02123277737208
"6",2020,4.85092592592593,5.54841024627982,4.4396528357584,9.29057876168433,0.411273090167525
"7",2021,2.55331018518519,5.64256266531339,4.51499046142084,7.06830064660603,-1.96168027623566
"8",2022,1.86585365857724,1.43139865184137,1.14535746306958,3.01121112164681,0.720496195507661
"9",2023,4.61268518503413,3.56672008078325,2.85397045606407,7.46665564109819,1.75871472897006
