"","year","Cum_Int","lat","lon","region"
"1284",1995,26.8615,27.125,-114.125,"Central Baja California"
"1285",1996,24.0075,27.125,-114.125,"Central Baja California"
"1286",1997,499.0668,27.125,-114.125,"Central Baja California"
"1287",1998,171.479,27.125,-114.125,"Central Baja California"
"1288",1999,0,27.125,-114.125,"Central Baja California"
"1289",2000,13.0536,27.125,-114.125,"Central Baja California"
"1290",2001,48.3821,27.125,-114.125,"Central Baja California"
"1291",2002,10.288,27.125,-114.125,"Central Baja California"
"1292",2003,14.7681,27.125,-114.125,"Central Baja California"
"1293",2004,0,27.125,-114.125,"Central Baja California"
"1294",2005,0,27.125,-114.125,"Central Baja California"
"1295",2006,83.8404,27.125,-114.125,"Central Baja California"
"1296",2007,10.1258,27.125,-114.125,"Central Baja California"
"1297",2008,164.628,27.125,-114.125,"Central Baja California"
"1298",2009,20.4932,27.125,-114.125,"Central Baja California"
"1299",2010,57.9348,27.125,-114.125,"Central Baja California"
"1300",2011,0,27.125,-114.125,"Central Baja California"
"1301",2012,250.5723,27.125,-114.125,"Central Baja California"
"1302",2013,31.0467,27.125,-114.125,"Central Baja California"
"1303",2014,704.1707,27.125,-114.125,"Central Baja California"
"1304",2015,898.5789,27.125,-114.125,"Central Baja California"
"1305",2016,362.6504,27.125,-114.125,"Central Baja California"
"1306",2017,52.2786,27.125,-114.125,"Central Baja California"
"1307",2018,54.1326,27.125,-114.125,"Central Baja California"
"1308",2019,8.8494,27.125,-114.125,"Central Baja California"
"1309",2020,59.2418,27.125,-114.125,"Central Baja California"
"1310",2021,84.685,27.125,-114.125,"Central Baja California"
"1311",2022,0,27.125,-114.125,"Central Baja California"
"1312",2023,138.1542,27.125,-114.125,"Central Baja California"
"1313",1983,442.2211,27.125,-114.375,"Central Baja California"
"1314",1984,8.0837,27.125,-114.375,"Central Baja California"
"1315",1985,15.5776,27.125,-114.375,"Central Baja California"
"1316",1986,0,27.125,-114.375,"Central Baja California"
"1317",1987,0,27.125,-114.375,"Central Baja California"
"1318",1988,36.2461,27.125,-114.375,"Central Baja California"
"1319",1989,21.6343,27.125,-114.375,"Central Baja California"
"1320",1990,86.9058,27.125,-114.375,"Central Baja California"
"1321",1991,0,27.125,-114.375,"Central Baja California"
"1322",1992,467.9442,27.125,-114.375,"Central Baja California"
"1323",1993,101.1727,27.125,-114.375,"Central Baja California"
"1324",1994,12.5611,27.125,-114.375,"Central Baja California"
"1325",1995,25.4112,27.125,-114.375,"Central Baja California"
"1326",1996,27.3477,27.125,-114.375,"Central Baja California"
"1327",1997,522.6446,27.125,-114.375,"Central Baja California"
"1328",1998,177.0283,27.125,-114.375,"Central Baja California"
"1329",1999,0,27.125,-114.375,"Central Baja California"
"1330",2000,14.0303,27.125,-114.375,"Central Baja California"
"1331",2001,44.0339,27.125,-114.375,"Central Baja California"
"1332",2002,0,27.125,-114.375,"Central Baja California"
"1333",2003,10.9785,27.125,-114.375,"Central Baja California"
"1334",2004,0,27.125,-114.375,"Central Baja California"
"1335",2005,0,27.125,-114.375,"Central Baja California"
"1336",2006,98.4773,27.125,-114.375,"Central Baja California"
"1337",2007,10.1264,27.125,-114.375,"Central Baja California"
"1338",2008,184.5489,27.125,-114.375,"Central Baja California"
"1339",2009,33.7595,27.125,-114.375,"Central Baja California"
"1340",2010,51.2368,27.125,-114.375,"Central Baja California"
"1341",2011,0,27.125,-114.375,"Central Baja California"
"1342",2012,249.7514,27.125,-114.375,"Central Baja California"
"1343",2013,31.1399,27.125,-114.375,"Central Baja California"
"1344",2014,730.7114,27.125,-114.375,"Central Baja California"
"1345",2015,915.8412,27.125,-114.375,"Central Baja California"
"1346",2016,361.2787,27.125,-114.375,"Central Baja California"
"1347",2017,63.847,27.125,-114.375,"Central Baja California"
"1348",2018,58.0892,27.125,-114.375,"Central Baja California"
"1349",2019,0,27.125,-114.375,"Central Baja California"
"1350",2020,65.1374,27.125,-114.375,"Central Baja California"
"1351",2021,92.7875,27.125,-114.375,"Central Baja California"
"1352",2022,0,27.125,-114.375,"Central Baja California"
"1353",2023,173.1341,27.125,-114.375,"Central Baja California"
