"","year","Cum_Int","lat","lon","region"
"1",1983,219.5492,32.375,-117.125,"Northern Baja California"
"2",1984,308.9837,32.375,-117.125,"Northern Baja California"
"3",1985,0,32.375,-117.125,"Northern Baja California"
"4",1986,23.5348,32.375,-117.125,"Northern Baja California"
"5",1987,0,32.375,-117.125,"Northern Baja California"
"6",1988,25.9877,32.375,-117.125,"Northern Baja California"
"7",1989,8.4398,32.375,-117.125,"Northern Baja California"
"8",1990,25.3266,32.375,-117.125,"Northern Baja California"
"9",1991,0,32.375,-117.125,"Northern Baja California"
"10",1992,167.3075,32.375,-117.125,"Northern Baja California"
"11",1993,84.0598,32.375,-117.125,"Northern Baja California"
"12",1994,0,32.375,-117.125,"Northern Baja California"
"13",1995,52.306,32.375,-117.125,"Northern Baja California"
"14",1996,60.8722,32.375,-117.125,"Northern Baja California"
"15",1997,240.7279,32.375,-117.125,"Northern Baja California"
"16",1998,166.3796,32.375,-117.125,"Northern Baja California"
"17",1999,0,32.375,-117.125,"Northern Baja California"
"18",2000,33.9016,32.375,-117.125,"Northern Baja California"
"19",2001,9.0156,32.375,-117.125,"Northern Baja California"
"20",2002,0,32.375,-117.125,"Northern Baja California"
"21",2003,5.8538,32.375,-117.125,"Northern Baja California"
"22",2004,25.0602,32.375,-117.125,"Northern Baja California"
"23",2005,9.2677,32.375,-117.125,"Northern Baja California"
"24",2006,89.8794,32.375,-117.125,"Northern Baja California"
"25",2007,11.2975,32.375,-117.125,"Northern Baja California"
"26",2008,8.3134,32.375,-117.125,"Northern Baja California"
"27",2009,0,32.375,-117.125,"Northern Baja California"
"28",2010,0,32.375,-117.125,"Northern Baja California"
"29",2011,0,32.375,-117.125,"Northern Baja California"
"30",2012,16.2072,32.375,-117.125,"Northern Baja California"
"31",2013,36.9834,32.375,-117.125,"Northern Baja California"
"32",2014,549.8473,32.375,-117.125,"Northern Baja California"
"33",2015,768.5573,32.375,-117.125,"Northern Baja California"
"34",2016,259.7792,32.375,-117.125,"Northern Baja California"
"35",2017,182.79,32.375,-117.125,"Northern Baja California"
"36",2018,278.5885,32.375,-117.125,"Northern Baja California"
"37",2019,21.8742,32.375,-117.125,"Northern Baja California"
"38",2020,209.8661,32.375,-117.125,"Northern Baja California"
"39",2021,26.0096,32.375,-117.125,"Northern Baja California"
"40",2022,77.967,32.375,-117.125,"Northern Baja California"
"41",2023,27.9909,32.375,-117.125,"Northern Baja California"
"42",1983,194.8687,32.375,-117.375,"Northern Baja California"
"43",1984,284.4108,32.375,-117.375,"Northern Baja California"
"44",1985,0,32.375,-117.375,"Northern Baja California"
"45",1986,10.0934,32.375,-117.375,"Northern Baja California"
"46",1987,0,32.375,-117.375,"Northern Baja California"
"47",1988,26.3864,32.375,-117.375,"Northern Baja California"
"48",1989,17.5582,32.375,-117.375,"Northern Baja California"
"49",1990,13.4113,32.375,-117.375,"Northern Baja California"
"50",1991,0,32.375,-117.375,"Northern Baja California"
"51",1992,193.1505,32.375,-117.375,"Northern Baja California"
"52",1993,83.9826,32.375,-117.375,"Northern Baja California"
"53",1994,0,32.375,-117.375,"Northern Baja California"
"54",1995,43.1211,32.375,-117.375,"Northern Baja California"
"55",1996,49.7101,32.375,-117.375,"Northern Baja California"
"56",1997,222.8622,32.375,-117.375,"Northern Baja California"
"57",1998,147.5265,32.375,-117.375,"Northern Baja California"
"58",1999,0,32.375,-117.375,"Northern Baja California"
"59",2000,31.6477,32.375,-117.375,"Northern Baja California"
"60",2001,11.8722,32.375,-117.375,"Northern Baja California"
"61",2002,0,32.375,-117.375,"Northern Baja California"
"62",2003,0,32.375,-117.375,"Northern Baja California"
"63",2004,16.0549,32.375,-117.375,"Northern Baja California"
"64",2005,8.43,32.375,-117.375,"Northern Baja California"
"65",2006,134.3563,32.375,-117.375,"Northern Baja California"
"66",2007,0,32.375,-117.375,"Northern Baja California"
"67",2008,9.51050000000001,32.375,-117.375,"Northern Baja California"
"68",2009,8.2073,32.375,-117.375,"Northern Baja California"
"69",2010,0,32.375,-117.375,"Northern Baja California"
"70",2011,0,32.375,-117.375,"Northern Baja California"
"71",2012,11.3465,32.375,-117.375,"Northern Baja California"
"72",2013,14.0944,32.375,-117.375,"Northern Baja California"
"73",2014,533.5944,32.375,-117.375,"Northern Baja California"
"74",2015,755.5053,32.375,-117.375,"Northern Baja California"
"75",2016,238.6093,32.375,-117.375,"Northern Baja California"
"76",2017,166.2306,32.375,-117.375,"Northern Baja California"
"77",2018,281.8518,32.375,-117.375,"Northern Baja California"
"78",2019,37.5788,32.375,-117.375,"Northern Baja California"
"79",2020,242.7423,32.375,-117.375,"Northern Baja California"
"80",2021,30.4768,32.375,-117.375,"Northern Baja California"
"81",2022,129.6141,32.375,-117.375,"Northern Baja California"
"82",2023,26.8368,32.375,-117.375,"Northern Baja California"
"83",1983,226.8435,32.125,-116.875,"Northern Baja California"
"84",1984,260.1031,32.125,-116.875,"Northern Baja California"
"85",1985,0,32.125,-116.875,"Northern Baja California"
"86",1986,21.0334,32.125,-116.875,"Northern Baja California"
"87",1987,0,32.125,-116.875,"Northern Baja California"
"88",1988,25.4521,32.125,-116.875,"Northern Baja California"
"89",1989,0,32.125,-116.875,"Northern Baja California"
"90",1990,36.1849,32.125,-116.875,"Northern Baja California"
"91",1991,0,32.125,-116.875,"Northern Baja California"
"92",1992,198.3676,32.125,-116.875,"Northern Baja California"
"93",1993,64.685,32.125,-116.875,"Northern Baja California"
"94",1994,9.4588,32.125,-116.875,"Northern Baja California"
"95",1995,53.6783,32.125,-116.875,"Northern Baja California"
"96",1996,68.7553,32.125,-116.875,"Northern Baja California"
"97",1997,253.2302,32.125,-116.875,"Northern Baja California"
"98",1998,151.6358,32.125,-116.875,"Northern Baja California"
"99",1999,0,32.125,-116.875,"Northern Baja California"
"100",2000,53.8861,32.125,-116.875,"Northern Baja California"
"101",2001,26.5717,32.125,-116.875,"Northern Baja California"
"102",2002,0,32.125,-116.875,"Northern Baja California"
"103",2003,13.1355,32.125,-116.875,"Northern Baja California"
"104",2004,15.9859,32.125,-116.875,"Northern Baja California"
"105",2005,14.0269,32.125,-116.875,"Northern Baja California"
"106",2006,82.2358,32.125,-116.875,"Northern Baja California"
"107",2007,25.0768,32.125,-116.875,"Northern Baja California"
"108",2008,0,32.125,-116.875,"Northern Baja California"
"109",2009,12.5408,32.125,-116.875,"Northern Baja California"
"110",2010,0,32.125,-116.875,"Northern Baja California"
"111",2011,0,32.125,-116.875,"Northern Baja California"
"112",2012,11.1054,32.125,-116.875,"Northern Baja California"
"113",2013,42.2788,32.125,-116.875,"Northern Baja California"
"114",2014,476.1209,32.125,-116.875,"Northern Baja California"
"115",2015,759.792,32.125,-116.875,"Northern Baja California"
"116",2016,250.2401,32.125,-116.875,"Northern Baja California"
"117",2017,188.9376,32.125,-116.875,"Northern Baja California"
"118",2018,282.8218,32.125,-116.875,"Northern Baja California"
"119",2019,17.6549,32.125,-116.875,"Northern Baja California"
"120",2020,230.3395,32.125,-116.875,"Northern Baja California"
"121",2021,31.2441,32.125,-116.875,"Northern Baja California"
"122",2022,72.8488,32.125,-116.875,"Northern Baja California"
"123",2023,30.4685,32.125,-116.875,"Northern Baja California"
"124",1983,226.9144,31.875,-116.875,"Northern Baja California"
"125",1984,246.9819,31.875,-116.875,"Northern Baja California"
"126",1985,0,31.875,-116.875,"Northern Baja California"
"127",1986,8.7148,31.875,-116.875,"Northern Baja California"
"128",1987,0,31.875,-116.875,"Northern Baja California"
"129",1988,23.5508,31.875,-116.875,"Northern Baja California"
"130",1989,0,31.875,-116.875,"Northern Baja California"
"131",1990,34.876,31.875,-116.875,"Northern Baja California"
"132",1991,0,31.875,-116.875,"Northern Baja California"
"133",1992,192.6547,31.875,-116.875,"Northern Baja California"
"134",1993,51.5217,31.875,-116.875,"Northern Baja California"
"135",1994,9.5505,31.875,-116.875,"Northern Baja California"
"136",1995,69.6243,31.875,-116.875,"Northern Baja California"
"137",1996,46.5119,31.875,-116.875,"Northern Baja California"
"138",1997,279.6931,31.875,-116.875,"Northern Baja California"
"139",1998,135.4935,31.875,-116.875,"Northern Baja California"
"140",1999,0,31.875,-116.875,"Northern Baja California"
"141",2000,35.6573,31.875,-116.875,"Northern Baja California"
"142",2001,27.4116,31.875,-116.875,"Northern Baja California"
"143",2002,0,31.875,-116.875,"Northern Baja California"
"144",2003,14.2771,31.875,-116.875,"Northern Baja California"
"145",2004,15.7734,31.875,-116.875,"Northern Baja California"
"146",2005,5.7727,31.875,-116.875,"Northern Baja California"
"147",2006,76.8747,31.875,-116.875,"Northern Baja California"
"148",2007,27.5815,31.875,-116.875,"Northern Baja California"
"149",2008,0,31.875,-116.875,"Northern Baja California"
"150",2009,11.1445,31.875,-116.875,"Northern Baja California"
"151",2010,0,31.875,-116.875,"Northern Baja California"
"152",2011,0,31.875,-116.875,"Northern Baja California"
"153",2012,11.7861,31.875,-116.875,"Northern Baja California"
"154",2013,33.5135,31.875,-116.875,"Northern Baja California"
"155",2014,448.2406,31.875,-116.875,"Northern Baja California"
"156",2015,715.7108,31.875,-116.875,"Northern Baja California"
"157",2016,257.3721,31.875,-116.875,"Northern Baja California"
"158",2017,187.5649,31.875,-116.875,"Northern Baja California"
"159",2018,301.2136,31.875,-116.875,"Northern Baja California"
"160",2019,26.2408,31.875,-116.875,"Northern Baja California"
"161",2020,287.4139,31.875,-116.875,"Northern Baja California"
"162",2021,59.3817,31.875,-116.875,"Northern Baja California"
"163",2022,69.9763,31.875,-116.875,"Northern Baja California"
"164",2023,31.1443,31.875,-116.875,"Northern Baja California"
"165",1983,202.0627,31.625,-116.625,"Northern Baja California"
"166",1984,157.4928,31.625,-116.625,"Northern Baja California"
"167",1985,0,31.625,-116.625,"Northern Baja California"
"168",1986,0,31.625,-116.625,"Northern Baja California"
"169",1987,0,31.625,-116.625,"Northern Baja California"
"170",1988,25.85,31.625,-116.625,"Northern Baja California"
"171",1989,0,31.625,-116.625,"Northern Baja California"
"172",1990,39.1052,31.625,-116.625,"Northern Baja California"
"173",1991,0,31.625,-116.625,"Northern Baja California"
"174",1992,195.4208,31.625,-116.625,"Northern Baja California"
"175",1993,43.1115,31.625,-116.625,"Northern Baja California"
"176",1994,12.6479,31.625,-116.625,"Northern Baja California"
"177",1995,65.5804,31.625,-116.625,"Northern Baja California"
"178",1996,49.6796,31.625,-116.625,"Northern Baja California"
"179",1997,319.8073,31.625,-116.625,"Northern Baja California"
"180",1998,131.5326,31.625,-116.625,"Northern Baja California"
"181",1999,0,31.625,-116.625,"Northern Baja California"
"182",2000,29.3145,31.625,-116.625,"Northern Baja California"
"183",2001,33.2928,31.625,-116.625,"Northern Baja California"
"184",2002,0,31.625,-116.625,"Northern Baja California"
"185",2003,24.5496,31.625,-116.625,"Northern Baja California"
"186",2004,0,31.625,-116.625,"Northern Baja California"
"187",2005,0,31.625,-116.625,"Northern Baja California"
"188",2006,82.7126,31.625,-116.625,"Northern Baja California"
"189",2007,15.0953,31.625,-116.625,"Northern Baja California"
"190",2008,31.1232,31.625,-116.625,"Northern Baja California"
"191",2009,10.8464,31.625,-116.625,"Northern Baja California"
"192",2010,0,31.625,-116.625,"Northern Baja California"
"193",2011,0,31.625,-116.625,"Northern Baja California"
"194",2012,36.3837,31.625,-116.625,"Northern Baja California"
"195",2013,43.8088,31.625,-116.625,"Northern Baja California"
"196",2014,412.5802,31.625,-116.625,"Northern Baja California"
"197",2015,672.7562,31.625,-116.625,"Northern Baja California"
"198",2016,224.9071,31.625,-116.625,"Northern Baja California"
"199",2017,144.1265,31.625,-116.625,"Northern Baja California"
"200",2018,288.9068,31.625,-116.625,"Northern Baja California"
"201",2019,45.6404,31.625,-116.625,"Northern Baja California"
"202",2020,360.4632,31.625,-116.625,"Northern Baja California"
"203",2021,191.755,31.625,-116.625,"Northern Baja California"
"204",2022,38.4625,31.625,-116.625,"Northern Baja California"
"205",2023,34.091,31.625,-116.625,"Northern Baja California"
"206",1983,203.0728,31.625,-116.875,"Northern Baja California"
"207",1984,184.024,31.625,-116.875,"Northern Baja California"
"208",1985,0,31.625,-116.875,"Northern Baja California"
"209",1986,0,31.625,-116.875,"Northern Baja California"
"210",1987,0,31.625,-116.875,"Northern Baja California"
"211",1988,24.0926,31.625,-116.875,"Northern Baja California"
"212",1989,6.6027,31.625,-116.875,"Northern Baja California"
"213",1990,41.7537,31.625,-116.875,"Northern Baja California"
"214",1991,0,31.625,-116.875,"Northern Baja California"
"215",1992,199.5094,31.625,-116.875,"Northern Baja California"
"216",1993,41.6226,31.625,-116.875,"Northern Baja California"
"217",1994,0,31.625,-116.875,"Northern Baja California"
"218",1995,71.6706,31.625,-116.875,"Northern Baja California"
"219",1996,39.6747,31.625,-116.875,"Northern Baja California"
"220",1997,290.469,31.625,-116.875,"Northern Baja California"
"221",1998,119.3774,31.625,-116.875,"Northern Baja California"
"222",1999,0,31.625,-116.875,"Northern Baja California"
"223",2000,22.9828,31.625,-116.875,"Northern Baja California"
"224",2001,37.7747,31.625,-116.875,"Northern Baja California"
"225",2002,0,31.625,-116.875,"Northern Baja California"
"226",2003,15.8517,31.625,-116.875,"Northern Baja California"
"227",2004,7.3732,31.625,-116.875,"Northern Baja California"
"228",2005,0,31.625,-116.875,"Northern Baja California"
"229",2006,85.3488,31.625,-116.875,"Northern Baja California"
"230",2007,16.1697,31.625,-116.875,"Northern Baja California"
"231",2008,7.838,31.625,-116.875,"Northern Baja California"
"232",2009,10.7748,31.625,-116.875,"Northern Baja California"
"233",2010,0,31.625,-116.875,"Northern Baja California"
"234",2011,0,31.625,-116.875,"Northern Baja California"
"235",2012,30.0358,31.625,-116.875,"Northern Baja California"
"236",2013,25.6167,31.625,-116.875,"Northern Baja California"
"237",2014,424.1984,31.625,-116.875,"Northern Baja California"
"238",2015,708.4028,31.625,-116.875,"Northern Baja California"
"239",2016,215.4553,31.625,-116.875,"Northern Baja California"
"240",2017,201.6793,31.625,-116.875,"Northern Baja California"
"241",2018,301.8456,31.625,-116.875,"Northern Baja California"
"242",2019,45.0213,31.625,-116.875,"Northern Baja California"
"243",2020,366.1362,31.625,-116.875,"Northern Baja California"
"244",2021,128.1315,31.625,-116.875,"Northern Baja California"
"245",2022,90.0107,31.625,-116.875,"Northern Baja California"
"246",2023,32.4239,31.625,-116.875,"Northern Baja California"
"247",1983,195.1425,31.375,-116.375,"Northern Baja California"
"248",1984,109.3798,31.375,-116.375,"Northern Baja California"
"249",1985,9.2579,31.375,-116.375,"Northern Baja California"
"250",1986,0,31.375,-116.375,"Northern Baja California"
"251",1987,0,31.375,-116.375,"Northern Baja California"
"252",1988,39.9401,31.375,-116.375,"Northern Baja California"
"253",1989,19.5189,31.375,-116.375,"Northern Baja California"
"254",1990,88.4602,31.375,-116.375,"Northern Baja California"
"255",1991,6.727,31.375,-116.375,"Northern Baja California"
"256",1992,225.641,31.375,-116.375,"Northern Baja California"
"257",1993,43.8219,31.375,-116.375,"Northern Baja California"
"258",1994,0,31.375,-116.375,"Northern Baja California"
"259",1995,63.828,31.375,-116.375,"Northern Baja California"
"260",1996,63.3505,31.375,-116.375,"Northern Baja California"
"261",1997,368.276,31.375,-116.375,"Northern Baja California"
"262",1998,121.678,31.375,-116.375,"Northern Baja California"
"263",1999,0,31.375,-116.375,"Northern Baja California"
"264",2000,0,31.375,-116.375,"Northern Baja California"
"265",2001,21.3707,31.375,-116.375,"Northern Baja California"
"266",2002,0,31.375,-116.375,"Northern Baja California"
"267",2003,28.6475,31.375,-116.375,"Northern Baja California"
"268",2004,0,31.375,-116.375,"Northern Baja California"
"269",2005,8.012,31.375,-116.375,"Northern Baja California"
"270",2006,121.3652,31.375,-116.375,"Northern Baja California"
"271",2007,15.7861,31.375,-116.375,"Northern Baja California"
"272",2008,51.1016,31.375,-116.375,"Northern Baja California"
"273",2009,9.2121,31.375,-116.375,"Northern Baja California"
"274",2010,0,31.375,-116.375,"Northern Baja California"
"275",2011,0,31.375,-116.375,"Northern Baja California"
"276",2012,25.5588,31.375,-116.375,"Northern Baja California"
"277",2013,35.2796,31.375,-116.375,"Northern Baja California"
"278",2014,364.1995,31.375,-116.375,"Northern Baja California"
"279",2015,679.4154,31.375,-116.375,"Northern Baja California"
"280",2016,231.9185,31.375,-116.375,"Northern Baja California"
"281",2017,133.7336,31.375,-116.375,"Northern Baja California"
"282",2018,290.7076,31.375,-116.375,"Northern Baja California"
"283",2019,41.0162,31.375,-116.375,"Northern Baja California"
"284",2020,414.4924,31.375,-116.375,"Northern Baja California"
"285",2021,297.2569,31.375,-116.375,"Northern Baja California"
"286",2022,35.1566,31.375,-116.375,"Northern Baja California"
"287",2023,39.1644,31.375,-116.375,"Northern Baja California"
"288",1983,181.5226,31.375,-116.625,"Northern Baja California"
"289",1984,124.9562,31.375,-116.625,"Northern Baja California"
"290",1985,8.4441,31.375,-116.625,"Northern Baja California"
"291",1986,0,31.375,-116.625,"Northern Baja California"
"292",1987,0,31.375,-116.625,"Northern Baja California"
"293",1988,26.3295,31.375,-116.625,"Northern Baja California"
"294",1989,11.2724,31.375,-116.625,"Northern Baja California"
"295",1990,68.3211,31.375,-116.625,"Northern Baja California"
"296",1991,0,31.375,-116.625,"Northern Baja California"
"297",1992,205.835,31.375,-116.625,"Northern Baja California"
"298",1993,50.2063,31.375,-116.625,"Northern Baja California"
"299",1994,13.0178,31.375,-116.625,"Northern Baja California"
"300",1995,64.5444,31.375,-116.625,"Northern Baja California"
"301",1996,48.0706,31.375,-116.625,"Northern Baja California"
"302",1997,341.5835,31.375,-116.625,"Northern Baja California"
"303",1998,126.2616,31.375,-116.625,"Northern Baja California"
"304",1999,0,31.375,-116.625,"Northern Baja California"
"305",2000,10.4371,31.375,-116.625,"Northern Baja California"
"306",2001,25.5554,31.375,-116.625,"Northern Baja California"
"307",2002,0,31.375,-116.625,"Northern Baja California"
"308",2003,21.6727,31.375,-116.625,"Northern Baja California"
"309",2004,0,31.375,-116.625,"Northern Baja California"
"310",2005,0,31.375,-116.625,"Northern Baja California"
"311",2006,102.2026,31.375,-116.625,"Northern Baja California"
"312",2007,15.5389,31.375,-116.625,"Northern Baja California"
"313",2008,39.3523,31.375,-116.625,"Northern Baja California"
"314",2009,0,31.375,-116.625,"Northern Baja California"
"315",2010,0,31.375,-116.625,"Northern Baja California"
"316",2011,0,31.375,-116.625,"Northern Baja California"
"317",2012,36.584,31.375,-116.625,"Northern Baja California"
"318",2013,40.3251,31.375,-116.625,"Northern Baja California"
"319",2014,392.6658,31.375,-116.625,"Northern Baja California"
"320",2015,688.7468,31.375,-116.625,"Northern Baja California"
"321",2016,229.2734,31.375,-116.625,"Northern Baja California"
"322",2017,158.3594,31.375,-116.625,"Northern Baja California"
"323",2018,308.9799,31.375,-116.625,"Northern Baja California"
"324",2019,44.8462,31.375,-116.625,"Northern Baja California"
"325",2020,381.0948,31.375,-116.625,"Northern Baja California"
"326",2021,255.3578,31.375,-116.625,"Northern Baja California"
"327",2022,39.7122,31.375,-116.625,"Northern Baja California"
"328",2023,34.8415,31.375,-116.625,"Northern Baja California"
"329",1983,177.3046,31.125,-116.375,"Northern Baja California"
"330",1984,87.7954,31.125,-116.375,"Northern Baja California"
"331",1985,9.6397,31.125,-116.375,"Northern Baja California"
"332",1986,0,31.125,-116.375,"Northern Baja California"
"333",1987,10.4197,31.125,-116.375,"Northern Baja California"
"334",1988,38.9933,31.125,-116.375,"Northern Baja California"
"335",1989,20.5628,31.125,-116.375,"Northern Baja California"
"336",1990,91.7502,31.125,-116.375,"Northern Baja California"
"337",1991,0,31.125,-116.375,"Northern Baja California"
"338",1992,258.8619,31.125,-116.375,"Northern Baja California"
"339",1993,60.1276,31.125,-116.375,"Northern Baja California"
"340",1994,12.5489,31.125,-116.375,"Northern Baja California"
"341",1995,49.1145,31.125,-116.375,"Northern Baja California"
"342",1996,53.4037,31.125,-116.375,"Northern Baja California"
"343",1997,351.9238,31.125,-116.375,"Northern Baja California"
"344",1998,128.0972,31.125,-116.375,"Northern Baja California"
"345",1999,0,31.125,-116.375,"Northern Baja California"
"346",2000,0,31.125,-116.375,"Northern Baja California"
"347",2001,25.3802,31.125,-116.375,"Northern Baja California"
"348",2002,0,31.125,-116.375,"Northern Baja California"
"349",2003,28.9196,31.125,-116.375,"Northern Baja California"
"350",2004,0,31.125,-116.375,"Northern Baja California"
"351",2005,10.7215,31.125,-116.375,"Northern Baja California"
"352",2006,122.9054,31.125,-116.375,"Northern Baja California"
"353",2007,12.6152,31.125,-116.375,"Northern Baja California"
"354",2008,35.5153,31.125,-116.375,"Northern Baja California"
"355",2009,8.0069,31.125,-116.375,"Northern Baja California"
"356",2010,13.3618,31.125,-116.375,"Northern Baja California"
"357",2011,0,31.125,-116.375,"Northern Baja California"
"358",2012,50.3724,31.125,-116.375,"Northern Baja California"
"359",2013,7.6166,31.125,-116.375,"Northern Baja California"
"360",2014,394.8977,31.125,-116.375,"Northern Baja California"
"361",2015,710.0865,31.125,-116.375,"Northern Baja California"
"362",2016,226.3438,31.125,-116.375,"Northern Baja California"
"363",2017,147.491,31.125,-116.375,"Northern Baja California"
"364",2018,264.8618,31.125,-116.375,"Northern Baja California"
"365",2019,15.6225,31.125,-116.375,"Northern Baja California"
"366",2020,414.2521,31.125,-116.375,"Northern Baja California"
"367",2021,281.3646,31.125,-116.375,"Northern Baja California"
"368",2022,37.8877,31.125,-116.375,"Northern Baja California"
"369",2023,39.0591,31.125,-116.375,"Northern Baja California"
"370",1983,128.383,30.875,-116.125,"Northern Baja California"
"371",1984,27.5367,30.875,-116.125,"Northern Baja California"
"372",1985,10.3792,30.875,-116.125,"Northern Baja California"
"373",1986,0,30.875,-116.125,"Northern Baja California"
"374",1987,0,30.875,-116.125,"Northern Baja California"
"375",1988,39.5828,30.875,-116.125,"Northern Baja California"
"376",1989,27.8541,30.875,-116.125,"Northern Baja California"
"377",1990,117.5077,30.875,-116.125,"Northern Baja California"
"378",1991,0,30.875,-116.125,"Northern Baja California"
"379",1992,327.0438,30.875,-116.125,"Northern Baja California"
"380",1993,34.2988,30.875,-116.125,"Northern Baja California"
"381",1994,38.6011,30.875,-116.125,"Northern Baja California"
"382",1995,42.6021,30.875,-116.125,"Northern Baja California"
"383",1996,39.9789,30.875,-116.125,"Northern Baja California"
"384",1997,359.5678,30.875,-116.125,"Northern Baja California"
"385",1998,170.644,30.875,-116.125,"Northern Baja California"
"386",1999,0,30.875,-116.125,"Northern Baja California"
"387",2000,0,30.875,-116.125,"Northern Baja California"
"388",2001,25.5963,30.875,-116.125,"Northern Baja California"
"389",2002,0,30.875,-116.125,"Northern Baja California"
"390",2003,38.5584,30.875,-116.125,"Northern Baja California"
"391",2004,9.8703,30.875,-116.125,"Northern Baja California"
"392",2005,26.8283,30.875,-116.125,"Northern Baja California"
"393",2006,170.5313,30.875,-116.125,"Northern Baja California"
"394",2007,0,30.875,-116.125,"Northern Baja California"
"395",2008,0,30.875,-116.125,"Northern Baja California"
"396",2009,5.8884,30.875,-116.125,"Northern Baja California"
"397",2010,14.7023,30.875,-116.125,"Northern Baja California"
"398",2011,0,30.875,-116.125,"Northern Baja California"
"399",2012,19.773,30.875,-116.125,"Northern Baja California"
"400",2013,28.7004,30.875,-116.125,"Northern Baja California"
"401",2014,394.8908,30.875,-116.125,"Northern Baja California"
"402",2015,735.7524,30.875,-116.125,"Northern Baja California"
"403",2016,221.254,30.875,-116.125,"Northern Baja California"
"404",2017,189.0103,30.875,-116.125,"Northern Baja California"
"405",2018,267.1015,30.875,-116.125,"Northern Baja California"
"406",2019,13.7705,30.875,-116.125,"Northern Baja California"
"407",2020,393.7183,30.875,-116.125,"Northern Baja California"
"408",2021,228.8028,30.875,-116.125,"Northern Baja California"
"409",2022,53.6338,30.875,-116.125,"Northern Baja California"
"410",2023,43.0638,30.875,-116.125,"Northern Baja California"
"411",1983,148.1833,30.875,-116.375,"Northern Baja California"
"412",1984,79.6156,30.875,-116.375,"Northern Baja California"
"413",1985,9.9954,30.875,-116.375,"Northern Baja California"
"414",1986,0,30.875,-116.375,"Northern Baja California"
"415",1987,0,30.875,-116.375,"Northern Baja California"
"416",1988,36.827,30.875,-116.375,"Northern Baja California"
"417",1989,26.6549,30.875,-116.375,"Northern Baja California"
"418",1990,73.7945,30.875,-116.375,"Northern Baja California"
"419",1991,0,30.875,-116.375,"Northern Baja California"
"420",1992,333.9627,30.875,-116.375,"Northern Baja California"
"421",1993,37.5048,30.875,-116.375,"Northern Baja California"
"422",1994,24.451,30.875,-116.375,"Northern Baja California"
"423",1995,47.364,30.875,-116.375,"Northern Baja California"
"424",1996,45.5576,30.875,-116.375,"Northern Baja California"
"425",1997,348.2371,30.875,-116.375,"Northern Baja California"
"426",1998,149.824,30.875,-116.375,"Northern Baja California"
"427",1999,0,30.875,-116.375,"Northern Baja California"
"428",2000,0,30.875,-116.375,"Northern Baja California"
"429",2001,26.8142,30.875,-116.375,"Northern Baja California"
"430",2002,0,30.875,-116.375,"Northern Baja California"
"431",2003,36.1172,30.875,-116.375,"Northern Baja California"
"432",2004,0,30.875,-116.375,"Northern Baja California"
"433",2005,12.5647,30.875,-116.375,"Northern Baja California"
"434",2006,140.9937,30.875,-116.375,"Northern Baja California"
"435",2007,0,30.875,-116.375,"Northern Baja California"
"436",2008,0,30.875,-116.375,"Northern Baja California"
"437",2009,7.134,30.875,-116.375,"Northern Baja California"
"438",2010,17.4603,30.875,-116.375,"Northern Baja California"
"439",2011,0,30.875,-116.375,"Northern Baja California"
"440",2012,50.9898,30.875,-116.375,"Northern Baja California"
"441",2013,6.7246,30.875,-116.375,"Northern Baja California"
"442",2014,440.4992,30.875,-116.375,"Northern Baja California"
"443",2015,747.2798,30.875,-116.375,"Northern Baja California"
"444",2016,238.0648,30.875,-116.375,"Northern Baja California"
"445",2017,177.3004,30.875,-116.375,"Northern Baja California"
"446",2018,277.3113,30.875,-116.375,"Northern Baja California"
"447",2019,18.5778,30.875,-116.375,"Northern Baja California"
"448",2020,390.5997,30.875,-116.375,"Northern Baja California"
"449",2021,252.0456,30.875,-116.375,"Northern Baja California"
"450",2022,65.1051,30.875,-116.375,"Northern Baja California"
"451",2023,40.2358,30.875,-116.375,"Northern Baja California"
"452",1983,130.3844,30.625,-116.125,"Northern Baja California"
"453",1984,22.698,30.625,-116.125,"Northern Baja California"
"454",1985,9.8379,30.625,-116.125,"Northern Baja California"
"455",1986,0,30.625,-116.125,"Northern Baja California"
"456",1987,0,30.625,-116.125,"Northern Baja California"
"457",1988,38.3369,30.625,-116.125,"Northern Baja California"
"458",1989,30.1864,30.625,-116.125,"Northern Baja California"
"459",1990,139.51,30.625,-116.125,"Northern Baja California"
"460",1991,0,30.625,-116.125,"Northern Baja California"
"461",1992,333.6619,30.625,-116.125,"Northern Baja California"
"462",1993,24.4994,30.625,-116.125,"Northern Baja California"
"463",1994,34.8471,30.625,-116.125,"Northern Baja California"
"464",1995,32.8431,30.625,-116.125,"Northern Baja California"
"465",1996,50.2679,30.625,-116.125,"Northern Baja California"
"466",1997,345.5377,30.625,-116.125,"Northern Baja California"
"467",1998,173.6918,30.625,-116.125,"Northern Baja California"
"468",1999,0,30.625,-116.125,"Northern Baja California"
"469",2000,0,30.625,-116.125,"Northern Baja California"
"470",2001,26.2036,30.625,-116.125,"Northern Baja California"
"471",2002,0,30.625,-116.125,"Northern Baja California"
"472",2003,39.0451,30.625,-116.125,"Northern Baja California"
"473",2004,9.8224,30.625,-116.125,"Northern Baja California"
"474",2005,20.7553,30.625,-116.125,"Northern Baja California"
"475",2006,162.5532,30.625,-116.125,"Northern Baja California"
"476",2007,0,30.625,-116.125,"Northern Baja California"
"477",2008,0,30.625,-116.125,"Northern Baja California"
"478",2009,0,30.625,-116.125,"Northern Baja California"
