"","Year","Site","Sub_site","Transect","Latitude","Longitud","Density","Sum_abundance","count"
"80",2022,"Isla_Cedros_Cabo_San_Agustin","Norte",2,28.077758,-115.362006,0.45,27,12
"81",2022,"Isla_Cedros_Cabo_San_Agustin","Norte",3,28.077758,-115.362006,0.25,15,12
"82",2022,"Isla_Cedros_Cabo_San_Agustin","Sur",1,28.074658,-115.35798,1,60,12
"83",2022,"Isla_Cedros_Cabo_San_Agustin","Sur",2,28.074658,-115.35798,0.533333333333333,32,12
"84",2022,"Isla_Cedros_Cabo_San_Agustin","Sur",3,28.074658,-115.35798,0.0833333333333333,5,12
"85",2022,"Isla_Cedros_La_Botella","Norte",1,28.026608,-115.233751,0.5,30,12
"86",2022,"Isla_Cedros_La_Botella","Norte",2,28.026608,-115.233751,0.333333333333333,20,12
"87",2022,"Isla_Cedros_La_Botella","Norte",3,28.026608,-115.233751,0.0166666666666667,1,12
"88",2022,"Isla_Cedros_La_Botella","Sur",1,28.026212,-115.228598,0.15,9,12
"89",2022,"Isla_Cedros_La_Botella","Sur",2,28.026212,-115.228598,0.383333333333333,23,12
"90",2022,"Isla_Cedros_La_Botella","Sur",3,28.026212,-115.228598,0.316666666666667,19,12
"91",2022,"Isla_Cedros_Puerto_Escondido","Norte",1,28.29133,-115.26613,0.5,30,12
"92",2022,"Isla_Cedros_Puerto_Escondido","Norte",2,28.29133,-115.26613,0.866666666666667,52,12
"93",2022,"Isla_Cedros_Puerto_Escondido","Norte",3,28.29133,-115.26613,1.18333333333333,71,12
"94",2022,"Isla_Cedros_Puerto_Escondido","Sur",1,28.287514,-115.260398,1.15,69,12
"95",2022,"Isla_Cedros_Puerto_Escondido","Sur",2,28.287514,-115.260398,0.716666666666667,43,12
"96",2022,"Isla_Cedros_Puerto_Escondido","Sur",3,28.287514,-115.260398,0.233333333333333,14,12
"97",2022,"Isla_Cedros_Punta_Norte","Norte",1,28.377246,-115.212234,0.416666666666667,25,12
"98",2022,"Isla_Cedros_Punta_Norte","Norte",2,28.377246,-115.212234,0.75,45,12
"99",2022,"Isla_Cedros_Punta_Norte","Norte",3,28.377246,-115.212234,0.366666666666667,22,12
"100",2022,"Isla_Cedros_Punta_Norte","Sur",1,28.374137,-115.209387,0.666666666666667,40,12
"101",2022,"Isla_Cedros_Punta_Norte","Sur",2,28.374137,-115.209387,0.283333333333333,17,12
"102",2022,"Isla_Cedros_Punta_Norte","Sur",3,28.374137,-115.209387,0,0,12
"103",2022,"Isla_Natividad_El_Tibo","Norte",1,27.887471,-115.221059,0.216666666666667,13,12
"104",2022,"Isla_Natividad_El_Tibo","Norte",2,27.887471,-115.221059,0.133333333333333,8,12
"105",2022,"Isla_Natividad_El_Tibo","Norte",3,27.887471,-115.221059,0.15,9,12
"106",2022,"Isla_Natividad_El_Tibo","Sur",1,27.88326,-115.215906,0,0,12
"107",2022,"Isla_Natividad_El_Tibo","Sur",2,27.88326,-115.215906,0.0333333333333333,2,12
"108",2022,"Isla_Natividad_El_Tibo","Sur",3,27.88326,-115.215906,0,0,12
"109",2022,"Isla_Natividad_La_Vela","Norte",1,27.84756,-115.187021,0.116666666666667,7,12
"110",2022,"Isla_Natividad_La_Vela","Norte",2,27.84756,-115.187021,0.0666666666666667,4,12
"111",2022,"Isla_Natividad_La_Vela","Norte",3,27.84756,-115.187021,0.0833333333333333,5,12
"112",2022,"Isla_Natividad_La_Vela","Sur",1,27.84298,-115.187048,0.216666666666667,13,12
"113",2022,"Isla_Natividad_La_Vela","Sur",2,27.84298,-115.187048,0.2,12,12
"114",2022,"Isla_Natividad_La_Vela","Sur",3,27.84298,-115.187048,0.283333333333333,17,12
"115",2022,"Isla_San_Jeronimo_Expuesto","Norte",1,29.796533,-115.7965,0.4,24,18
"116",2022,"Isla_San_Jeronimo_Expuesto","Norte",2,29.796533,-115.7965,0.216666666666667,13,18
"117",2022,"Isla_San_Jeronimo_Expuesto","Norte",3,29.796533,-115.7965,0.316666666666667,19,18
"118",2022,"Isla_San_Jeronimo_Expuesto","Sur",1,29.7902,-115.800333,0.183333333333333,11,18
"119",2022,"Isla_San_Jeronimo_Expuesto","Sur",2,29.7902,-115.800333,0.266666666666667,16,18
"120",2022,"Isla_San_Jeronimo_Expuesto","Sur",3,29.7902,-115.800333,0.383333333333333,23,18
"121",2022,"Isla_San_Martin_Expuesto","Norte",1,30.484633,-116.125933,10.5,630,12
"122",2022,"Isla_San_Martin_Expuesto","Norte",2,30.484633,-116.125933,2.58333333333333,155,12
"123",2022,"Isla_San_Martin_Expuesto","Norte",3,30.484633,-116.125933,1.61666666666667,97,12
"124",2022,"Isla_San_Martin_Expuesto","Sur",1,30.479743,-116.115237,15.9477777833333,956.866667,12
"125",2022,"Isla_San_Martin_Expuesto","Sur",2,30.479743,-116.115237,8.43333333333333,506,12
"126",2022,"Isla_San_Martin_Expuesto","Sur",3,30.479743,-116.115237,4.33333333333333,260,12
"127",2022,"Isla_San_Martin_Protegido","Norte",1,30.4795,-116.106783,2.36666666666667,142,9
"128",2022,"Isla_San_Martin_Protegido","Norte",2,30.4795,-116.106783,7.827777775,469.6666665,9
"129",2022,"Isla_San_Martin_Protegido","Norte",3,30.4795,-116.106783,0.866666666666667,52,9
"130",2022,"Isla_Todos_Santos_Expuesto","Norte",1,31.801562,-116.799888,1.91666666666667,115,12
"131",2022,"Isla_Todos_Santos_Expuesto","Norte",2,31.801562,-116.799888,1.76666666666667,106,12
"132",2022,"Isla_Todos_Santos_Expuesto","Norte",3,31.801562,-116.799888,1.53333333333333,92,12
"133",2022,"Isla_Todos_Santos_Expuesto","Sur",1,31.800083,-116.796467,2.55,153,12
"134",2022,"Isla_Todos_Santos_Expuesto","Sur",2,31.800083,-116.796467,2.21666666666667,133,12
"135",2022,"Isla_Todos_Santos_Expuesto","Sur",3,31.800083,-116.796467,2.96666666666667,178,12
"136",2022,"Isla_Todos_Santos_Protegido","Norte",1,31.814561,-116.801723,5.7,342,11
"137",2022,"Isla_Todos_Santos_Protegido","Norte",2,31.814561,-116.801723,5.15,309,11
"138",2022,"Isla_Todos_Santos_Protegido","Norte",3,31.814561,-116.801723,5,300,11
"139",2022,"Isla_Todos_Santos_Protegido","Sur",1,31.810967,-116.799483,2.25,135,11
"140",2022,"Isla_Todos_Santos_Protegido","Sur",2,31.810967,-116.799483,2.26666666666667,136,11
"141",2022,"Islas_San_Benito_El_Creston","Norte",1,28.296111,-115.580035,2.08333333333333,125,12
"142",2022,"Islas_San_Benito_El_Creston","Norte",2,28.296111,-115.580035,1.41666666666667,85,12
"143",2022,"Islas_San_Benito_El_Creston","Norte",3,28.296111,-115.580035,2.25,135,12
"144",2022,"Islas_San_Benito_El_Creston","Sur",1,28.297407,-115.576455,1.55,93,12
"145",2022,"Islas_San_Benito_El_Creston","Sur",2,28.297407,-115.576455,0.916666666666667,55,12
"146",2022,"Islas_San_Benito_El_Creston","Sur",3,28.297407,-115.576455,0.966666666666667,58,12
"147",2022,"Islas_San_Benito_El_Tecapan","Norte",1,28.316229,-115.604471,0.95,57,9
"148",2022,"Islas_San_Benito_El_Tecapan","Norte",2,28.316229,-115.604471,0.45,27,9
"149",2022,"Islas_San_Benito_El_Tecapan","Norte",3,28.316229,-115.604471,1.08333333333333,65,9
"150",2022,"Islas_San_Benito_El_Tecapan","Sur",1,28.311911,-115.607858,0.533333333333333,32,9
"151",2022,"Islas_San_Benito_El_Tecapan","Sur",2,28.311911,-115.607858,0.3,18,9
"152",2022,"Islas_San_Benito_El_Tecapan","Sur",3,28.311911,-115.607858,0.633333333333333,38,9
"153",2022,"Islas_San_Benito_Los_Huevos","Norte",1,28.302868,-115.551165,0.266666666666667,16,6
"154",2022,"Islas_San_Benito_Los_Huevos","Norte",2,28.302868,-115.551165,0.416666666666667,25,6
"155",2022,"Islas_San_Benito_Los_Huevos","Norte",3,28.302868,-115.551165,0,0,6
"156",2022,"Islas_San_Benito_Los_Huevos","Sur",1,28.297798,-115.550247,0.3,18,6
"157",2022,"Islas_San_Benito_Los_Huevos","Sur",2,28.297798,-115.550247,0.966666666666667,58,6
"158",2022,"Islas_San_Benito_Los_Huevos","Sur",3,28.297798,-115.550247,0.933333333333333,56,6
"159",2022,"La_Bocana","Norte",1,31.527276,-116.665914,0.7,42,12
"160",2022,"La_Bocana","Norte",2,31.527276,-116.665914,2.28333333333333,137,12
"161",2022,"La_Bocana","Norte",3,31.527276,-116.665914,1.4,84,12
"162",2022,"La_Bocana","Sur",1,31.522661,-116.662822,0.866666666666667,52,12
"163",2022,"La_Bocana","Sur",2,31.522661,-116.662822,2.63333333333333,158,12
"164",2022,"La_Bocana","Sur",3,31.522661,-116.662822,2.6,156,12
"165",2022,"Punta_Banda","Norte",1,31.740777,-116.742875,3.11666666666667,187,12
"166",2022,"Punta_Banda","Norte",2,31.740777,-116.742875,2.7,162,12
"167",2022,"Punta_Banda","Norte",3,31.740777,-116.742875,4.533333335,272.0000001,12
"168",2022,"Punta_Banda","Sur",1,31.7366,-116.736605,1.43333333333333,86,12
"169",2022,"Punta_Banda","Sur",2,31.7366,-116.736605,1.9,114,12
"170",2022,"Punta_Banda","Sur",3,31.7366,-116.736605,5.13333333333333,308,12
"171",2022,"Punta_Colonet","Norte",1,30.878366,-116.21345,0.833333333333333,50,6
"172",2022,"Punta_Colonet","Norte",2,30.878366,-116.21345,0.6,36,6
"173",2022,"Punta_Colonet","Norte",3,30.878366,-116.21345,0.466666666666667,28,6
"174",2022,"Punta_Colonet","Sur",1,30.872505,-116.212926,0,0,6
"175",2022,"Punta_Colonet","Sur",2,30.872505,-116.212926,0,0,6
"176",2022,"Punta_Colonet","Sur",3,30.872505,-116.212926,0,0,6
"177",2022,"Punta_Eugenia_El_Reventon","Norte",1,27.874902,-115.061791,0,0,12
"178",2022,"Punta_Eugenia_El_Reventon","Norte",2,27.874902,-115.061791,0.0833333333333333,5,12
"179",2022,"Punta_Eugenia_El_Reventon","Norte",3,27.874902,-115.061791,0.0166666666666667,1,12
"180",2022,"Punta_Eugenia_El_Reventon","Sur",1,27.87437,-115.05815,0,0,12
"181",2022,"Punta_Eugenia_El_Reventon","Sur",2,27.87437,-115.05815,0.166666666666667,10,12
"182",2022,"Punta_Eugenia_El_Reventon","Sur",3,27.87437,-115.05815,0.05,3,12
"183",2022,"Punta_Eugenia_Las_Boyas","Norte",1,27.843792,-115.084377,0,0,12
"184",2022,"Punta_Eugenia_Las_Boyas","Norte",2,27.843792,-115.084377,0,0,12
"185",2022,"Punta_Eugenia_Las_Boyas","Norte",3,27.843792,-115.084377,0,0,12
"186",2022,"Punta_Eugenia_Las_Boyas","Sur",1,27.84058,-115.080928,0.0666666666666667,4,12
"187",2022,"Punta_Eugenia_Las_Boyas","Sur",2,27.84058,-115.080928,0,0,12
"188",2022,"Punta_Eugenia_Las_Boyas","Sur",3,27.84058,-115.080928,0,0,12
"189",2022,"Punta_San_Roque","Norte",1,27.174471,-114.434133,0.216666666666667,13,10
"190",2022,"Punta_San_Roque","Sur",1,27.172032,-114.430082,0.133333333333333,8,10
"191",2022,"Punta_San_Roque","Sur",2,27.172032,-114.430082,0.1,6,10
"192",2022,"Punta_San_Roque","Sur",3,27.172032,-114.430082,0.216666666666667,13,10
"193",2022,"Sal_Si_Puedes","Norte",1,31.982554,-116.842422,1.33333333333333,80,12
"194",2022,"Sal_Si_Puedes","Norte",2,31.982554,-116.842422,0.583333333333333,35,12
"195",2022,"Sal_Si_Puedes","Norte",3,31.982554,-116.842422,0.216666666666667,13,12
"196",2022,"Sal_Si_Puedes","Sur",1,31.976803,-116.833583,0.833333333333333,50,12
"197",2022,"Sal_Si_Puedes","Sur",2,31.976803,-116.833583,0.733333333333333,44,12
"198",2022,"Sal_Si_Puedes","Sur",3,31.976803,-116.833583,1.91666666666667,115,12
"199",2022,"San_Miguel","Norte",1,31.910329,-116.757774,1.6,96,12
"200",2022,"San_Miguel","Norte",2,31.910329,-116.757774,1.33333333333333,80,12
"201",2022,"San_Miguel","Norte",3,31.910329,-116.757774,1.63333333333333,98,12
"202",2022,"San_Miguel","Sur",1,31.906118,-116.753355,0.983333333333333,59,12
"203",2022,"San_Miguel","Sur",2,31.906118,-116.753355,0,0,12
"204",2022,"San_Miguel","Sur",3,31.906118,-116.753355,0.6,36,12
"205",2023,"Arrecife_Sacramento","Norte",1,29.72947,-115.772117,32.8333333333333,1970,6
"206",2023,"Arrecife_Sacramento","Norte",2,29.72947,-115.772117,10.5666666666667,634,6
"207",2023,"Arrecife_Sacramento","Norte",3,29.72947,-115.772117,5.672222225,340.3333335,6
"208",2023,"Arrecife_Sacramento","Sur",1,29.7252,-115.764783,0.866666666666667,52,6
"209",2023,"Arrecife_Sacramento","Sur",2,29.7252,-115.764783,1.38333333333333,83,6
"210",2023,"Arrecife_Sacramento","Sur",3,29.7252,-115.764783,3.33333333333333,200,6
"211",2023,"Bahia_Tortugas_Clambei","Norte",1,27.631947,-114.867435,0.0166666666666667,1,12
"212",2023,"Bahia_Tortugas_Clambei","Norte",2,27.631947,-114.867435,0.0333333333333333,2,12
"213",2023,"Bahia_Tortugas_Clambei","Norte",3,27.631947,-114.867435,0.0666666666666667,4,12
"214",2023,"Bahia_Tortugas_Clambei","Sur",1,27.625737,-114.863255,0.0166666666666667,1,12
"215",2023,"Bahia_Tortugas_Clambei","Sur",2,27.625737,-114.863255,0.0166666666666667,1,12
"216",2023,"Bahia_Tortugas_Clambei","Sur",3,27.625737,-114.863255,0,0,12
"217",2023,"Bahia_Tortugas_Sargazera","Norte",1,27.677767,-114.938963,0,0,9
"218",2023,"Bahia_Tortugas_Sargazera","Norte",2,27.677767,-114.938963,0,0,9
"219",2023,"Bahia_Tortugas_Sargazera","Norte",3,27.677767,-114.938963,0,0,9
"220",2023,"Baja_Mar","Norte",1,32.01655,-116.882683,9.3,558,12
"221",2023,"Baja_Mar","Norte",2,32.01655,-116.882683,7.33333333333333,440,12
"222",2023,"Baja_Mar","Norte",3,32.01655,-116.882683,8.83333333333333,530,12
"223",2023,"Baja_Mar","Sur",1,32.007817,-116.875617,1.35,81,12
"224",2023,"Baja_Mar","Sur",2,32.007817,-116.875617,2.06666666666667,124,12
"225",2023,"Baja_Mar","Sur",3,32.007817,-116.875617,2.76666666666667,166,12
"226",2023,"Bajo_Coronado","Sur",1,32.367121,-117.223072,1.28333333333333,77,9
"227",2023,"Bajo_Coronado","Sur",2,32.367121,-117.223072,0.8,48,9
"228",2023,"Bajo_Coronado","Sur",3,32.367121,-117.223072,0.7,42,9
"229",2023,"Campo_Lopez","Norte",1,32.157503,-116.911891,4.35,261,12
"230",2023,"Campo_Lopez","Norte",2,32.157503,-116.911891,6.3,378,12
"231",2023,"Campo_Lopez","Norte",3,32.157503,-116.911891,5.1,306,12
"232",2023,"Campo_Lopez","Sur",1,32.154178,-116.911088,0.55,33,12
"233",2023,"Campo_Lopez","Sur",2,32.154178,-116.911088,0.333333333333333,20,12
"234",2023,"Campo_Lopez","Sur",3,32.154178,-116.911088,0.883333333333333,53,12
"235",2023,"El_Retiro","Norte",1,31.60445,-116.6729,0.15,9,12
"236",2023,"El_Retiro","Norte",2,31.60445,-116.6729,0.683333333333333,41,12
"237",2023,"El_Retiro","Norte",3,31.60445,-116.6729,0.566666666666667,34,12
"238",2023,"El_Retiro","Sur",1,31.597467,-116.665033,3.29111111,197.4666666,12
"239",2023,"El_Retiro","Sur",2,31.597467,-116.665033,4.23333333166667,253.9999999,12
"240",2023,"El_Retiro","Sur",3,31.597467,-116.665033,1.66666666666667,100,12
"241",2023,"El_Rosario_Lazaro","Norte",1,29.90381,-115.77609,1.98333333333333,119,12
"242",2023,"El_Rosario_Lazaro","Norte",2,29.90381,-115.77609,4.58333333333333,275,12
"243",2023,"El_Rosario_Lazaro","Norte",3,29.90381,-115.77609,4.27444444666667,256.4666668,12
"244",2023,"El_Rosario_Lazaro","Sur",1,29.90496,-115.7718,3.22222222166667,193.3333333,12
"245",2023,"El_Rosario_Lazaro","Sur",2,29.90496,-115.7718,2.36666666666667,142,12
"246",2023,"El_Rosario_Lazaro","Sur",3,29.90496,-115.7718,2.25,135,12
"247",2023,"El_Rosario_Picacho","Norte",1,29.89152,-115.77549,2.23333333333333,134,12
"248",2023,"El_Rosario_Picacho","Norte",2,29.89152,-115.77549,2.6,156,12
"249",2023,"El_Rosario_Picacho","Norte",3,29.89152,-115.77549,3.18333333333333,191,12
"250",2023,"El_Rosario_Picacho","Sur",1,29.888686,-115.774929,8.85555555833333,531.3333335,12
"251",2023,"El_Rosario_Picacho","Sur",2,29.888686,-115.774929,3.4,204,12
"252",2023,"El_Rosario_Picacho","Sur",3,29.888686,-115.774929,6.24999999833333,374.9999999,12
"253",2023,"Isla_Asuncion","Norte",1,27.109644,-114.290611,0,0,12
"254",2023,"Isla_Asuncion","Norte",2,27.109644,-114.290611,0.0166666666666667,1,12
"255",2023,"Isla_Asuncion","Norte",3,27.109644,-114.290611,0.0166666666666667,1,12
"256",2023,"Isla_Asuncion","Sur",1,27.105012,-114.289319,0,0,12
"257",2023,"Isla_Asuncion","Sur",2,27.105012,-114.289319,0,0,12
"258",2023,"Isla_Asuncion","Sur",3,27.105012,-114.289319,0,0,12
"259",2023,"Isla_Cedros_Cabo_San_Agustin","Norte",1,28.077758,-115.362006,0.5,30,12
"260",2023,"Isla_Cedros_Cabo_San_Agustin","Norte",2,28.077758,-115.362006,0.266666666666667,16,12
"261",2023,"Isla_Cedros_Cabo_San_Agustin","Norte",3,28.077758,-115.362006,0.366666666666667,22,12
"262",2023,"Isla_Cedros_Cabo_San_Agustin","Sur",1,28.074658,-115.35798,0.75,45,12
"263",2023,"Isla_Cedros_Cabo_San_Agustin","Sur",2,28.074658,-115.35798,0.5,30,12
"264",2023,"Isla_Cedros_Cabo_San_Agustin","Sur",3,28.074658,-115.35798,0.133333333333333,8,12
"265",2023,"Isla_Cedros_La_Botella","Norte",1,28.026608,-115.233751,0.166666666666667,10,12
"266",2023,"Isla_Cedros_La_Botella","Norte",2,28.026608,-115.233751,0.35,21,12
"267",2023,"Isla_Cedros_La_Botella","Norte",3,28.026608,-115.233751,0.166666666666667,10,12
"268",2023,"Isla_Cedros_La_Botella","Sur",1,28.026212,-115.228598,0.116666666666667,7,12
"269",2023,"Isla_Cedros_La_Botella","Sur",2,28.026212,-115.228598,0.45,27,12
"270",2023,"Isla_Cedros_La_Botella","Sur",3,28.026212,-115.228598,0.483333333333333,29,12
"271",2023,"Isla_Cedros_Puerto_Escondido","Norte",1,28.29185,-115.2641,0.25,15,12
"272",2023,"Isla_Cedros_Puerto_Escondido","Norte",2,28.29185,-115.2641,0.7,42,12
"273",2023,"Isla_Cedros_Puerto_Escondido","Norte",3,28.29185,-115.2641,0.333333333333333,20,12
"274",2023,"Isla_Cedros_Puerto_Escondido","Sur",1,28.28706,-115.25998,0.5,30,12
"275",2023,"Isla_Cedros_Puerto_Escondido","Sur",2,28.28706,-115.25998,0.4,24,12
"276",2023,"Isla_Cedros_Puerto_Escondido","Sur",3,28.28706,-115.25998,0.2,12,12
"277",2023,"Isla_Cedros_Punta_Norte","Norte",1,28.37712,-115.21226,0.4,24,12
"278",2023,"Isla_Cedros_Punta_Norte","Norte",2,28.37712,-115.21226,0.5,30,12
"279",2023,"Isla_Cedros_Punta_Norte","Norte",3,28.37712,-115.21226,0.283333333333333,17,12
"280",2023,"Isla_Cedros_Punta_Norte","Sur",1,28.37414,-115.20939,0.25,15,12
"281",2023,"Isla_Cedros_Punta_Norte","Sur",2,28.37414,-115.20939,0.233333333333333,14,12
"282",2023,"Isla_Cedros_Punta_Norte","Sur",3,28.37414,-115.20939,0.383333333333333,23,12
"283",2023,"Isla_Natividad_El_Tibo","Norte",1,27.887471,-115.221059,0.1,6,12
"284",2023,"Isla_Natividad_El_Tibo","Norte",2,27.887471,-115.221059,0.1,6,12
"285",2023,"Isla_Natividad_El_Tibo","Norte",3,27.887471,-115.221059,0.05,3,12
"286",2023,"Isla_Natividad_El_Tibo","Sur",1,27.88326,-115.215906,0.05,3,12
"287",2023,"Isla_Natividad_El_Tibo","Sur",2,27.88326,-115.215906,0.0166666666666667,1,12
"288",2023,"Isla_Natividad_El_Tibo","Sur",3,27.88326,-115.215906,0.15,9,12
"289",2023,"Isla_Natividad_La_Vela","Norte",1,27.84756,-115.187021,0.116666666666667,7,12
"290",2023,"Isla_Natividad_La_Vela","Norte",2,27.84756,-115.187021,0.0166666666666667,1,12
